R,G,B
143.67992998047532,143.48759269411664,144.47454578680595
143.68613226472186,143.56165602705525,144.83215070885308
143.69559925724238,143.47433060411595,144.4573058679777
143.6595528650896,143.56865821030547,144.76604815891287
143.67583437530055,143.53024911032028,144.44079061267672
143.7169142406342,143.57304554463067,144.72890650555118
143.69165749652817,143.5698860660346,144.54880035367103
143.7661438204194,143.6124135474773,144.88174113094578
143.83839156432347,143.65766142804227,144.60703101323367
143.72752215413792,143.71547396136685,144.88580931797506
143.85136162432642,143.71501154734412,144.6235854503464
143.68669045031876,143.60933428211513,144.80423682363235
143.78149236220963,143.73745426220916,144.67151491256328
143.64747387723867,143.6679870433029,144.8313319118829
143.8492928010465,143.71157536321795,144.5982071147918
143.74192446804418,143.7849282388703,144.85915675862864
143.85239407095432,143.7511791262206,144.72784661022246
143.754095915392,143.83190507580753,145.09270121109182
143.8042450448024,143.8104351339262,144.67466199804727
143.78744165904826,143.858441995862,144.93327238608478
143.86270208907553,143.91016927139702,144.76704619247587
143.7921014632268,143.91424720831728,145.03557470157875
143.82310321783487,143.90974389053687,144.83713226633077
143.8409683533951,143.97045098095816,145.15371551732431
143.84390895891227,143.9217765897093,144.88617460119042
143.8155167521869,143.95077978099766,145.084152868815
143.81401535705882,143.86643008408447,144.77318805434035
143.77975377512743,143.97393478888142,145.1099547946523
143.89263526379565,143.98990209844013,144.85708103325575
143.8490013277146,143.9991340991745,145.13600415632396
143.8908399953878,143.96672976400953,144.93763452225383
143.7878752892391,144.01419616785248,145.15835630408952
143.86823393668422,143.95453955433763,145.04804692194898
143.8757384494006,143.9955693035965,145.2128418034522
143.92237671157164,144.0116740119864,144.92108867731378
143.8268943128532,143.97724660334256,145.16258266201754
143.92780590534713,143.98089248537127,145.0797717099158
143.87645151669665,144.08635502150216,145.26341360168553
143.8828038587683,143.999432534072,145.05084109992208
143.8112066603537,143.9921264005922,145.13178905675431
143.93959182888358,144.06298568900516,145.01438793567746
143.85309637546737,144.1587354985054,144.10602070337654
143.89854084342036,144.12447244215468,143.84797211325628
143.89799262006804,144.2152143831799,144.1628005304326
143.94152515912094,144.19149753812897,143.9428365557824
143.87207312853243,144.2246866469299,144.20905263562614
144.0044209727101,144.2304960619705,143.9945554759994
143.86592286143986,144.24233731663136,144.1764999831827
143.95324409607653,144.2864093290876,143.97911233424108
143.9176213358962,144.31695338779434,144.19395963479096
143.9316495810626,144.28725902095889,144.05234196816556
143.94566701276727,144.35955045377634,144.293315451469
143.9884600423564,144.40752906599818,144.01223629299872
143.9328451088654,144.36639900817391,144.3196476710828
143.99984627579084,144.35987798140897,144.054884346552
143.92027842941198,144.37566819213168,144.26339749259702
143.9999327592252,144.41112450590035,144.04450859000897
143.94749617865622,144.4056680862518,144.37226137030024
144.04636302488709,144.43739310079755,144.16058422215815
143.98826863950808,144.53762009992317,144.38528535741736
144.0170640924045,144.41976802824004,144.14769829263022
143.95218503066542,144.4667871493665,144.47485244073596
143.98600525403296,144.52766051454944,144.21644310612282
143.9242960285338,144.46962035051962,144.36300316294452
144.052570379731,144.48057620326637,144.23464234748056
143.897842590813,144.49999039015952,144.46754276379014
143.99303900845504,144.52191583397388,144.1787038816295
143.8808185790721,144.52246669775357,144.4564583042895
143.95267196110368,144.50773266456235,144.16234511850027
143.9063276298656,144.4824883840495,144.43056136152873
143.94015489434435,144.43140907759602,144.1211594509077
143.9203309772189,144.4182719798569,144.3972927908664
143.88111498525583,144.32403538598967,144.0835950782353
143.89027137909002,144.31299631531667,144.30825955159278
143.90439091442138,144.26861668893525,144.08310343833207
143.91544080519742,144.3263155869949,144.2494650130561
143.98361128466382,144.27893497380688,144.05216033065796
143.87633454950992,144.2200029803537,144.14617192795237
143.97762191369895,144.2192283285901,144.03476655641873
143.840078423081,144.2057692862154,144.1214740848238
143.97838009315117,144.28173170743432,144.011819331023
143.94006971991826,144.27523981247745,144.32244740954442
143.99201577605697,144.31928719157327,144.18438266557646
143.85367354690436,144.27640189050277,144.28580632443374
143.9345318208037,144.21322341857336,143.98325802730244
143.8869306378395,144.36149207509425,144.23269312148958
143.96187442343174,144.3737219403444,144.03915859471095
143.93106928637343,144.30581936327283,144.27465587511534
144.00644749042726,144.4246551649587,144.11576656433317
143.98415148411542,144.41843255485193,144.3698772413196
143.97059883606377,144.393186503722,144.0499214270954
143.9946601428448,144.44019936748407,144.3249863018966
143.92180601396117,144.3353847484254,144.1039976170916
143.96672674404633,144.43884843678657,144.4008266647442
144.08556131742225,144.47339155008098,144.25335339039663
144.04532056183072,144.5008487086645,144.48453811495315
144.10334583213154,144.56443611191233,144.35356215748484
143.92466747395534,144.436017568139,144.39305827855304
144.06730542835314,144.57775898438814,144.34262965436713
144.01988308591646,144.61180870702253,144.58937774017383
144.0527243728322,144.55250338685036,144.31843119169093
144.05259918841472,144.56438833009597,144.56972998442217
144.082874282583,144.4853151828031,144.38293965525529
144.03491959745864,144.56341371985505,144.51384096348485
144.035203250861,144.5424778208472,144.21664241009458
144.02630086419873,144.5614744249089,144.61537389331616
144.11258290877632,144.6053830625781,144.33605690666155
143.95338200496334,144.54126988707412,144.55533752717338
144.02258264373503,144.5899823738191,144.35564061802097
143.99174597988863,144.5594717042774,144.6542343891881
144.1256315435597,144.6174574968783,144.4146095475939
144.0409776206171,144.5978197157655,144.5954222679184
144.01259922732427,144.48574778480403,144.28412651123455
144.0277510765918,144.63387707628422,144.66501172716087
144.09256226134153,144.68827301328082,144.44632195777996
144.03681927571947,144.6606430043376,144.6422597860495
144.04418497509286,144.6139201627842,144.43178131628707
144.07543197712144,144.73624762682945,144.64374324096994
144.10667383973947,144.71925105434562,144.40366307052346
144.12539758804593,144.76056791428434,144.6770479988469
144.14947429065245,144.75470737913486,144.4729799798358
144.1107043336216,144.76232343614873,144.75143653310272
144.100155171337,144.7205186469828,144.5033652483462
144.03325343798184,144.82877097252978,144.71059470000816
144.0865500950625,144.7930469935281,144.510735342129
144.09840350143892,144.8400474673662,144.84731650836204
144.10345158703868,144.8711836413307,144.5316519509701
144.08088697714388,144.80657023662644,144.8143473689769
144.22955937087286,144.89858086204828,144.58843078400767
144.07676235945073,144.90308403898158,144.82586538969554
144.12166106577052,144.89839174267885,144.59180028804607
144.083577113926,144.94603682407927,144.87977173490123
144.11548653449185,144.80551581777158,144.59656281503527
144.0980714268559,144.95126450032424,144.95519850133294
144.14631548136026,144.86777767647638,144.57082327650323
144.08109471378336,144.9315443592552,144.89992505908802
144.11111698142207,144.92662004572438,144.52911087202935
143.9993610100845,144.9304029480016,144.9183678371873
144.11129029935637,144.90824921885124,144.68201605974647
144.1687691553856,145.02563338873784,144.98156279123393
144.17229226883816,144.99951986325706,144.70037066556554
144.06852776029933,145.00387140778028,145.01645588468392
144.1355525364493,145.02714795274193,144.67602002851615
144.07351324361824,144.96769872628894,144.93388032973417
144.19070091549128,144.9865103203018,144.72356969507652
144.1213542092039,145.05098702384328,144.98620232427422
144.18256384644198,145.13949210983796,144.7768616076145
144.07764079601034,145.01792560704916,144.96474454448492
144.15184503706408,145.0336675426249,144.79162923426517
144.0176355323318,144.9751315941138,144.9699206593153
144.1457337326959,144.94327323694873,144.68930361154312
144.06305596649312,144.94630060135643,144.8682011181771
144.08366690853873,144.91254162682185,144.5706562741772
144.0216095773647,144.8522961376482,144.76683746236333
144.05168586830146,144.77661884674885,144.54361445551595
143.97576144998726,144.7856548926496,144.70510965744964
144.0025926886181,144.70671890454105,144.40755624693918
143.95705388807195,144.69313496525675,144.5885832636546
144.05732217774298,144.72160682791332,144.43359267998483
143.93226649499888,144.62723272192704,144.67089270443998
144.07614608361365,144.68937049495435,144.47621335896204
143.99866853808365,144.6831937781794,144.60467117216717
144.0108908703088,144.61518764772575,144.3490362996983
143.98380461736608,144.6959352953615,144.67029661098402
144.0315663599516,144.63838196592198,144.37225060990838
143.9733276334939,144.64876821026644,144.61737426330376
144.10651200338285,144.74914948007765,144.45859842005112
144.01033151134976,144.68632743830392,144.61136033967665
144.15316129528497,144.81037516344895,144.4623586647181
144.01821967474828,144.74542464488704,144.64717592637118
144.06708799923103,144.78261642716393,144.3850819435767
144.07033361222508,144.8403489031861,144.71760287739343
144.09833370191245,144.71362364547176,144.44831399094258
144.07200787969057,144.80013933599193,144.75567193580935
144.06548267962714,144.80789346037662,144.49399922198796
144.09168168817746,144.86308073160765,144.8143677746533
144.14944478346314,144.91053590047906,144.48535198950592
144.0081597739483,144.8399569425356,144.70563303122628
144.1972835852447,144.9450759577596,144.59777459618914
144.0401164578369,144.8795064955031,144.7335690675686
144.14763379672982,144.87426828975487,144.66509640087398
144.10047704376984,144.8773137583651,144.80091469419716
144.1556036036036,144.85345825825826,144.5955123123123
144.0729502688172,144.94247311827957,144.74151305683563
144.1664456997925,144.88202290369688,144.54871358850204
144.17854017827094,144.96851892806663,144.93660035192647
144.19585855674066,144.96859805899874,144.5689776112232
144.04431897359507,144.94806467888807,144.81699142259916
144.16773741273178,144.9264882409995,144.5800322664285
144.10967339097022,145.01100864553314,144.82227185398656
144.2247629751304,144.9976705762562,144.54716963007792
144.09596663367194,144.99205723786002,144.88690813688652
144.15195965417868,145.00067243035542,144.61158501440923
144.09272998813864,144.9758498648188,144.85535850633167
144.1702654816266,144.96775711480197,144.62597773008167
144.10566586933342,145.00700788687473,144.90023727869198
144.16929832981378,145.0302793242465,144.57653580341716
144.07071419997598,144.9702604729324,144.79992797983437
144.15458176511254,145.00649051386435,144.5950389814886
144.1739161776791,145.0629652590553,144.9998462152122
144.16689301705065,144.99371337802754,144.65328559979653
144.14133795513905,145.02812932094022,144.90413273928408
144.22790603852786,145.04320095287036,144.80874873326837
144.1214589473078,145.01929039751946,144.8958875310787
144.28494334549646,145.15345688496254,144.77010274630305
144.106090486404,145.03029168885882,144.88651532817997
144.2302012068568,145.17067030517333,144.8760281343685
144.17642540648748,145.08703896615123,144.98068254372112
144.25361459947885,145.12749590913236,144.7440868367636
144.18576727559267,145.18501292486283,145.0666182985307
144.2420235741299,145.1466616114108,144.86545180549422
144.15290920700764,145.1540710654049,145.00039848862386
144.2284594047242,145.1928311593577,144.77547582711856
144.17016818837098,145.12141278231618,145.05388274867852
144.23699960164907,145.17171804433693,144.79095695410325
144.1027036365207,145.093441977868,144.89312621769216
144.21737356476325,145.18208786144925,144.82744518259668
144.0857037257481,145.0944684977008,144.9843232501656
144.23318951657413,145.19445017685143,144.78552745876266
144.1815132421888,145.24860475941398,145.03800141083656
144.25061684539983,145.22013940226,144.81238299138818
144.21830262412504,145.17281490940863,145.08158023600802
144.2049763374387,145.19154195424915,144.82466666026704
144.1644309801813,145.19739015209709,145.0907493470579
144.16930363026793,145.183314600805,144.74577077149198
144.2107222814755,145.25523911100862,145.0664245289364
144.2146725443827,145.2364213727569,144.83086376522394
144.16893098548277,145.2519538751056,145.0932387280129
144.27356003975285,145.2550183160735,144.88875445899168
144.20312424967105,145.2968949587499,145.15349929409052
144.23924042126282,145.23892841028004,144.87940535506849
144.21244053134137,145.2721132196848,145.1059802307216
144.2250976703111,145.25517628651238,144.86676521689049
144.23549215954662,145.3469298561583,145.16162140095574
144.23288052608842,145.32062593001487,144.91740027840444
144.17729269394542,145.32104443611408,145.1084277708892
144.3045308018621,145.3983800377607,144.89200251737904
144.0990866329379,145.2680907697556,145.13714919930237
144.239107475469,145.35884363538605,144.89881329569675
144.09528063552443,145.30900646475126,145.14060113541396
144.24600165117886,145.36559692035942,144.87988633745488
144.5847899196051,142.57807831647014,145.74213972643602
144.56220115238045,142.48621035989063,145.3607556309499
144.5214654902998,142.45239800947184,145.76446378344593
144.54068241469815,142.4142559103189,145.39109534385125
144.55819759666727,142.41778350763428,145.67636786961583
144.4361772709353,142.31209434706102,145.23765613130897
144.54998749230296,142.38043603756157,145.59748306650246
144.44446849238642,142.24582768206696,145.2187737473427
144.48137417218544,142.34066013399044,145.47970410442014
144.46692981148766,142.19166141819352,145.13939143353028
144.5206377904293,142.18643252808124,145.42445953223572
144.47613115479518,142.1966504254306,145.1991996421477
144.48561329261548,142.23253901459591,145.38464904898166
144.6040281692851,142.2713217821306,145.18340340378862
144.47253328461048,142.24394289808106,145.48882819900086
144.23955157596563,145.19313440718247,143.55919053220347
144.13274705662224,145.11936632219312,143.7340501069883
144.29669844378523,145.18366886514406,143.49445100467537
144.12385010725134,145.1187634664018,143.72990416960587
144.26178882071014,145.2034264221187,143.49975292531627
144.18213411414584,145.1488263812221,143.69900638410215
144.3039080195017,145.23135724979846,143.56538158854465
144.17160007485282,145.17586572556849,143.75858528182565
144.23839680666302,145.18407745377434,143.49841196733738
144.16997284043032,145.27070317373486,143.80800679469093
144.24769814219192,145.23864432816475,143.61067639575631
144.21271777254256,145.281047131472,143.8132877836261
144.17615168350653,145.1846723663126,143.4473310496368
144.27432213843784,145.37149069545308,143.95147811979515
144.34161511533114,145.332004987292,143.71150913537622
144.21721234798878,145.31909045117652,143.84644167806002
144.37514702564127,145.44905111451436,143.7067408556052
144.23373846338248,145.26875224739302,143.79470693994966
144.31755966083486,145.31987127839164,143.66319444444446
144.19737069462045,145.26355450600929,143.88229562646393
144.3174614595025,145.34249959229095,143.6311576059324
144.25865261905446,145.34205072109157,143.8664037537062
144.2299588074789,145.3541885456978,143.5858449262227
144.28680061794142,145.33167813312608,143.9579195332815
144.24125000599398,145.31759876859928,143.6859208892171
144.26499186125235,145.40784969005537,143.90670930506138
144.27626227747083,145.28815607734808,143.56984250306937
144.25601428166945,145.38212103906824,143.94074258922444
144.24212918350617,145.33501608441563,143.66607698466348
144.19926470235325,145.39801584825608,143.91717822328667
144.6615694107028,142.5982129996831,144.16670187534208
144.59469866312858,142.5924825620244,144.42105920979893
144.68207123471913,142.63063621298363,144.28223935442034
144.58228790798017,142.64078528220475,144.53389003935058
144.74010042524566,142.6536818585878,144.29817648896042
144.66140204244363,142.61884793113717,144.62017369417146
144.63465084120764,142.5491376661289,144.20712817853575
144.59883377443046,142.66370146930973,144.66796674239768
144.66181368991258,142.65521434648235,144.25102979557897
144.65977553785396,142.67671109146642,144.6592278348435
144.6947854380021,142.63893981130445,144.27082513509103
144.6369185990663,142.74440452632996,144.52489385410462
144.72483069977426,142.80202199702225,144.41181019163344
144.6770941452351,142.79966747395534,144.60021912120862
144.66416100290593,142.71060784360816,144.37689185619251
144.60777380065824,142.76257717346914,144.4947750258246
144.70399446853258,142.76643954999207,144.38688101102932
144.63840109130035,142.7452591838303,144.60795323547495
144.71887725701114,142.77154245101806,144.41166922781406
144.68850765771825,142.80624627683085,144.60784219527662
144.68588475864982,142.76764045159555,144.36271648554202
144.6364788996201,142.772700858231,144.65572306081577
144.6904010794044,142.78178072917416,144.3741279055809
144.6795012799393,142.84642649594406,144.69770379371124
144.7280526055401,142.85550287956733,144.47469391087992
144.65327038618364,142.84388402483947,144.61654427832502
144.69430912258642,142.81528286401314,144.38754793593503
144.75615567147975,142.89269005005235,144.79411284356956
144.7014569396589,142.84488103579005,144.36890902285225
144.66698192467413,142.84692383398544,144.71772726181618
144.64179606264798,142.84312068046356,144.3434544764686
144.7072458618057,142.8507512857575,144.6737273281695
144.70444891357042,142.87635293722371,144.4505262955799
144.6280270920236,142.8200041281255,144.67217883423655
144.79976563362965,142.91888906498383,144.58122859846029
144.71260419419156,142.8838309832088,144.70202503062768
144.74647379849728,142.93626895213205,144.56486481292876
144.57256642694838,142.843433688347,144.69300205129684
144.76727019498608,142.92765824608588,144.40866391316877
144.6216667706738,142.89922186646442,144.74747382619924
144.7210349678553,142.88551304272676,144.50821262069263
144.6981183725219,143.00145036114952,144.7551483018288
144.72189783825831,142.95910361186606,144.48272335276437
144.6428773800091,142.94122307858532,144.74824365530986
144.7223515967484,142.96797860438764,144.44882770674184
144.56193449236383,142.9063202382096,144.72027182787437
144.70608648072687,142.97819023072086,144.5235256567169
144.68320313626012,143.02582802455967,144.76583263670693
144.77032343602136,143.04347867858635,144.5607505368183
144.62916198218454,142.97407439438055,144.73817348438988
144.64828089866046,142.91133991889762,144.47217631118713
144.58545512183173,142.96469209450663,144.7648717320615
144.6784225790343,142.89670322283257,144.49418526485616
144.54588139177238,142.9521674356017,144.7744713571703
144.6782000605167,142.86810241730586,144.35634728899603
144.53921055286278,142.77176455894434,144.69966517910757
144.66547333012974,142.8160836136473,144.4143296492071
144.52386103058885,142.72882024065342,144.61677651345803
144.64734123074706,142.79659754427277,144.34067808828124
144.55525988404767,142.74765717689215,144.57952149249
144.6376564933941,142.73664397392258,144.27275043750842
144.56509583513474,142.7111831676034,144.48576163712352
144.5640988700158,142.64712125359574,144.1863633525906
144.6304318585771,142.75759715617045,144.4874573665754
144.57005610637154,142.66186784259472,144.2593430558758
144.6036575987696,142.6883110641161,144.51507738152455
144.66281532277816,142.704752712028,144.29959325582624
144.56972067522307,142.68210408968378,144.52021296532106
144.71695810328342,142.77741258102802,144.39484976478445
144.58746439020172,142.69982081005386,144.5079434470765
144.6946700934355,142.77749861888407,144.34708044099634
144.62165995211677,142.78062652038884,144.6691778121785
144.64347964024938,142.77824672047225,144.2982123028558
144.69123967577858,142.90246435198983,144.6229772218109
144.5951354339414,142.7204604994352,144.27285312567597
144.67393832226568,142.84662252419346,144.67882506703057
144.6386364073099,142.80697169430618,144.36910298045697
144.7414519028348,142.86578261830834,144.76821367118785
144.7050813427925,142.9141805920468,144.39603156686343
144.63034389296837,142.9079716273884,144.7468570989197
144.7126625638365,142.96850813599872,144.48409552772293
144.6002238512014,142.86633297145656,144.5112069710915
144.72774856539172,142.9172609186295,144.42086004465892
144.60115573616935,142.90708476839643,144.6822061783369
144.71864385608387,143.03529202638495,144.43997328836554
144.6100454340246,142.94261673086345,144.69454023264527
144.67702644938498,142.94761993957994,144.5372582357151
144.63250470845986,142.96027116885114,144.6739823961256
144.59940857943857,142.82493567341297,144.38680920926302
144.6393771829105,142.94773025351788,144.71529802883484
144.71560100090772,142.92212707301726,144.47643976543026
144.61609459381546,142.92556646743412,144.74821267272694
144.6952744378045,142.91139270885833,144.48190654474763
144.54586382353082,142.8283548025965,144.59621769400414
144.7209410679719,142.97489780920222,144.48003977155372
144.60813881429456,142.92395382464704,144.7440851640301
144.68168586498092,142.98320187531823,144.49923623053348
144.62331381541628,143.05818839116597,144.78850461988137
144.6101785276869,142.90879093961183,144.46846587224968
144.65443942181594,143.0498777435641,144.8148619631165
144.61647296129095,142.8845740082605,144.3913504946691
144.5890703239882,143.01995732697722,144.81098445894645
144.69516423357663,143.04472723780253,144.51396945831732
144.6415982553308,143.00231053382458,144.7306282634489
144.72454761996235,143.02952476084369,144.51054592954011
144.65767458399205,143.0530971750381,144.78980726446238
144.72356657298647,143.10748240493862,144.61623309552976
144.59447279156697,142.95807508624253,144.78144368531812
144.65777331803363,142.96344876922265,144.55897024721173
144.63356959227312,143.09439946181016,144.84445352105908
144.65100364963504,143.11020937379945,144.56031982328082
144.6492988859009,143.04106319631194,144.84866019976948
144.58856860231162,143.00541654061686,144.51910915193685
144.5695782004628,143.08756205052376,144.8112415865731
144.7595871198294,143.1367653557225,144.61167361524718
144.55421021551578,143.05645467158928,144.8446932416667
144.6480130971871,143.13642583141691,144.55727858888372
144.61528305238545,143.11856464521827,144.89160421157752
144.66923231954854,143.08002149773986,144.5875553038955
144.5865847217554,143.0261967638162,144.77592548134632
144.66748101715416,143.14688066965527,144.59866760100985
144.69899988471295,143.16959207593575,144.90978787180077
144.67299017161287,143.172697431566,144.62911275770722
144.54850525931724,143.19762646605568,144.9179728944728
144.71300715417487,143.22605752148652,144.64058193690883
144.66367766848535,143.16351917313457,144.96012160916007
144.59298574103414,143.11097028181862,144.61673148014788
144.63716954478622,143.22445969191148,144.98133306426038
144.72769619377829,143.2537096975576,144.71165685417648
144.6456155179783,143.1565196928293,144.97089178428897
144.72336818445964,143.2830385315461,144.6548297705781
144.63462739033972,143.22178414668113,144.95542034442022
144.7476302065826,143.2321821307492,144.73246544951644
144.63033728367554,143.2052561319939,144.89855559610473
144.694722236892,143.24900018723986,144.77048715966757
144.69352584331187,143.28276584196698,145.1077873360327
144.72082120452296,143.269970506576,144.71281378793554
144.6573491708357,143.28988102668498,144.94921788728743
144.60432598086308,143.25913614879144,144.66354282749876
144.6860500859742,143.293863651646,145.075359506633
144.66399577268578,143.36830475092472,144.7494932026709
144.6273330100211,143.31696765116848,145.08013502287994
144.81468034424466,143.3414976179499,144.9129303058245
144.65177422143668,143.31254923056233,145.04275614301358
144.71899188536824,143.29066793352817,144.8489603577924
144.62598381713846,143.30982256476747,145.03686042882185
144.62976525866662,143.32532144348403,144.8444064754244
144.52989933450257,143.25666578574345,144.99790500444465
144.7041895630788,143.34354225108558,144.86831360719364
144.57582774457617,143.26320644132286,145.023785045831
144.70120074704613,143.2989288817833,144.8459913484759
144.5878500050421,143.2416217280441,144.9968691025561
144.5775809935205,143.11153827693784,144.67525317974562
144.5737409640001,143.17024904536612,144.94518120031702
144.55268656071237,143.06047943593512,144.6857922316201
144.59790238348043,143.0765827011497,144.94039136931215
144.5393675069167,143.05130840762374,144.58819743313865
144.5150917028051,143.10794949742348,144.92787198586157
144.64810198327498,143.0444495679448,144.63834651834134
144.49544668587896,143.02437079731027,144.70829010566763
144.53565976322838,143.09083926222505,144.58370058856852
144.56134211411816,143.0420804691631,144.8164928135365
144.64934428592017,143.07594754287362,144.55646827112457
144.54486449610616,143.0684365526618,144.79718855243118
144.63589021748007,143.1133183126198,144.66436391761988
144.65424926115475,143.1118719815469,144.937682308561
144.5386234133123,143.0620213512189,144.5745370859718
144.60916530120946,143.1303871491656,144.86105972293632
144.5999634915526,143.0859341598974,144.62969385745373
144.64850302567137,143.17906975626403,144.887850691891
144.61529267192137,143.15899424928716,144.68294275208572
144.60906028172803,143.22667525339665,144.9454614486262
144.6554276908009,143.16528639944693,144.61846533488884
144.54418524228757,143.16644812995008,144.86497312718836
144.66073435743724,143.20738584507785,144.75928754647376
144.5267879439845,143.09461263614884,144.86485006819447
144.69377537537537,143.2511135135135,144.7706186186186
144.62625796813228,143.23948350650662,144.9081389037003
144.6938099331102,143.25471901965398,144.7122154302699
144.6463562743319,143.27747135375412,144.99281863698113
144.6201232427344,143.23638494382993,144.7570590806265
144.61565803820605,143.25906516737356,144.94698516237804
144.605793747209,143.15818764135042,144.6542046202085
144.57123865561545,143.21588765759756,144.89715064574804
144.66610032012977,143.17518346268113,144.8721832658997
144.61648303090269,143.24134254233869,144.9976417133361
144.7077504344737,143.28567725086174,144.81024781802995
144.58136507524773,143.22191479447974,145.0282833523074
144.68106664873872,143.22339981079614,144.7924039934499
144.56960371258234,143.18809840649126,144.93003358042247
144.6549213297622,143.1938340581171,144.79326863078268
144.46068532415342,143.11251626408554,144.9882418463518
144.6746823106946,143.1869746184608,144.82418231309498
144.56949246964808,143.25786172583372,145.03034712617182
144.63944288142267,143.30668407862265,144.74529733155373
144.5410710854947,143.24131604226704,145.00240634005763
144.58965560269527,143.1733264863412,144.73182027605537
144.5980203345548,143.29572993559603,145.0217081218152
144.70352777310825,143.2638169112173,144.80199322782835
144.57474747959904,143.2748065571251,145.0967430511861
144.6459939014142,143.29525318735145,144.81146726211915
144.5330149471732,143.25181494525134,144.9243848885088
144.62264648995244,143.27513090387265,144.72807510114754
144.5851527755098,143.2908065740056,144.91916970040438
144.64381675287163,143.23446631289045,144.8182450652055
144.6079401605519,143.3462578726634,144.98158121033643
144.62862270162373,143.27105005566006,144.86902134275076
144.60215931293715,143.24426447502964,145.0811686597186
144.57163965018492,143.19591946385995,144.7207955750217
144.63233712870337,143.3077849887675,145.06501411263224
144.62665405973573,143.36611295362152,144.84239576483915
144.5642353031488,143.30220842589085,145.12996272111846
144.67919502385362,143.35162271902627,144.7600574023057
144.5703526633354,143.353100144483,144.98344925574452
144.70056676272816,143.393386167147,144.86553794428434
144.60401601022502,143.39416289875408,145.15769014544702
144.68787389930765,143.34931677853638,144.89091022575596
144.57043342166915,143.39124131044284,145.09733744286976
144.70060656706096,143.46072682390346,144.90358321206796
144.65193027648152,143.4514823696769,145.2363044805098
144.5545162963105,143.36255689784318,144.87473351643075
144.59844258596024,143.38733712925,145.1333691801012
144.69664334187615,143.4278083335733,144.91862719689772
144.58230085944743,143.42358412160053,145.19614521731194
144.65861153390023,143.4196607337485,144.99599564033744
144.5676166412881,143.43384362645966,145.0615954385847
144.71607576820003,143.45707781417195,144.9276897807064
144.53202653915582,143.3955716864462,145.05509947382572
144.61080580366786,143.43431517007355,144.89849820735202
144.591446341522,143.46931296976683,145.23824892538963
144.58634260592447,143.4426798364338,144.9040056441859
144.6047936123602,143.5136246589031,145.17929205580538
144.6080875397919,143.4104652111912,144.8693913218835
144.6280228279354,143.50219055945735,145.16915346406233
144.56990099961553,143.37589869281047,144.9311226451365
144.59617204652346,143.48652193338555,145.18704030208548
144.6556083134491,143.44635578451096,145.00672143032037
144.58643724307504,143.52325771255138,145.2915065888048
144.6581677974484,143.45953433879276,144.99540965029794
144.57135305029846,143.48007958554004,145.32067301684944
144.62043641358906,143.49657776048647,145.0179829680543
144.52037855495772,143.40931975403535,145.17911702536512
144.6472413412168,143.52451260572818,145.09321370419647
144.55583045489703,143.5149622640603,145.24080862041632
144.64127653241022,143.5316660505178,144.96500914620972
144.58172735133058,143.52912863867806,145.24535978480162
144.5245058491327,143.34912791256076,144.89351505023146
144.55872436482397,143.482397579367,145.28992843763507
144.57300446147713,143.42742775912825,144.93111844285323
144.53299055765115,143.45694240888014,145.20576151462004
144.5070866973733,143.3893384948633,144.90558914926012
144.50382394931523,143.35059678605592,145.13486451538472
144.60767760586242,143.2797466409274,144.8912275141422
144.48158400615148,143.23165609381007,145.16028450595925
144.5404967965651,143.29459114180602,144.87493156079802
144.4751230285426,143.25452144897616,145.10416976738605
144.54676994890315,143.24170156364056,144.84912021207114
144.4513075773664,143.2194510241048,145.07892069013565
144.50511458593465,143.19405651497397,144.7626784102042
144.56586413495216,143.22572585798503,145.02774668120864
144.50844153349723,143.13877151198523,144.72741721727104
144.49736997593348,143.1974271399269,145.0371469883222
144.53140115181586,143.20106823956618,144.83183872656622
144.50169670752223,143.2261523672194,145.002494592646
144.55548939194574,143.2221304468925,144.8241963522508
144.5102700728875,143.27284040186615,145.03704913779436
144.54696095467594,143.1738894595866,144.78618196829908
144.48350676928695,143.25420618219903,145.0028441574664
144.52155592818053,143.19357334012386,144.79028794088396
144.49507908527184,143.23638642989917,145.0733261925233
144.5543527354148,143.2887296873949,144.8873545324377
144.48641783232733,143.2400132532377,145.05641749619448
144.53935818103324,143.2186405717849,144.74424137765627
144.49462866696774,143.28101007965716,145.10556735305704
144.65041821516715,143.26834913043896,144.83871587297014
144.48435570885718,143.33973549065857,145.12995354512657
144.53780476099058,143.26481570358993,144.9257007103091
144.55530082379292,143.35694168084513,145.20195903144256
144.46801081595112,143.30191968724034,144.88913169813316
144.52715070164734,143.36534664405508,145.0342056083746
144.59718800870104,143.35788543632444,144.85390706407173
144.49307219802228,143.34040121218524,145.09621120070696
144.5256428115108,143.3287236955237,144.86257066963836
144.43081247297363,143.30633738528803,145.0082304329025
144.56889429035326,143.35763351811465,144.84514396610527
144.5544929862416,143.33823663685598,145.16137651316012
144.57590548987014,143.3616914968748,144.8680884182813
144.43798926146133,143.3465195800636,145.1284206279836
144.39803707742638,143.28374463751268,144.8090161847434
144.46507973124946,143.3512067822025,145.04820881032708
144.5398956862519,143.31181261946614,144.8916904398275
144.438700878343,143.3155935898729,145.13025793222016
144.53135158234383,143.2977139921351,144.88481132392553
144.49037463976944,143.29477425552352,145.15083093179635
144.50501848917062,143.31442155309034,144.95794554098833
144.28939082688578,143.2183126307908,145.05666001113522
144.5234182534156,143.32395130501598,144.9016495786011
144.46385573990923,143.34319398756213,145.19640790453093
